#  Timestep    No_Moles    No_Specs  O1296Si648
#  Timestep    No_Moles    No_Specs  O1296Si648
      20900           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20905           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20910           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20915           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20920           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20925           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20930           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20935           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20940           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20945           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20950           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20955           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20960           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20965           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20970           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20975           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20980           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20985           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20990           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      20995           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21000           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21005           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21010           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21015           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21020           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21025           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21030           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21035           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21040           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21045           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21240           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21245           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21250           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21255           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21260           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21265           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21270           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21275           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21280           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21285           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21290           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21295           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21300           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21305           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21310           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21315           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21320           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21325           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21330           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21335           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21340           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21345           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21350           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21355           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21360           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21365           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21370           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21375           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21380           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21385           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21390           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21395           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21400           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21405           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21410           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21415           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21420           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21425           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21430           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21435           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21440           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21445           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21450           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21455           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21460           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21465           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21470           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21475           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21480           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21485           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21490           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21495           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21500           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21505           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21510           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21515           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21520           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21525           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21530           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21535           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21540           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21545           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21550           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21555           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21560           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21565           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21570           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21575           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21580           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21585           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21590           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21595           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21600           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21605           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21610           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21615           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21620           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21625           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21630           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21635           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21640           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21645           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21650           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21655           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21660           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21665           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21670           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21675           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21680           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21685           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21690           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21695           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21700           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21705           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21710           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21715           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21720           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21725           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21730           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21735           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21740           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21745           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21750           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21755           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21760           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21765           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21770           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21775           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21780           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21785           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21790           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21795           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21800           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21805           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21810           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21815           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21820           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21825           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21830           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21835           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21840           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21845           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21850           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21855           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21860           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21865           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21870           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21875           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21880           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21885           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21890           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21895           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21900           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21905           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21910           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21915           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21920           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21925           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21930           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21935           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21940           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21945           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21950           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21955           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21960           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21965           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21970           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21975           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21980           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21985           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21990           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      21995           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22000           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22005           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22010           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22015           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22020           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22025           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22030           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22035           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22040           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22045           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22240           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22245           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22250           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22255           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22260           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22265           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22270           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22275           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22280           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22285           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22290           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22295           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22300           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22305           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22310           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22315           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22320           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22325           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22330           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22335           1           1           1
#  Timestep    No_Moles    No_Specs  O1295Si648           O
      22340           2           2           1           1
#  Timestep    No_Moles    No_Specs  O1295Si648           O
      22345           2           2           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22350           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22355           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22360           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22365           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22370           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22375           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22380           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22385           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22390           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22395           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22400           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22405           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22410           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22415           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22420           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22425           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22430           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22435           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22440           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22445           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22450           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22455           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22460           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22465           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22470           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22475           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22480           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22485           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22490           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22495           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22500           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22505           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22510           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22515           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22520           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22525           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22530           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22535           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22540           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22545           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22550           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22555           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22560           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22565           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22570           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22575           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22580           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22585           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22590           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22595           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22600           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22605           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22610           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22615           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22620           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22625           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22630           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22635           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22640           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22645           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22650           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22655           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22660           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22665           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22670           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22675           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22680           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22685           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22690           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22695           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22700           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22705           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22710           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22715           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22720           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22725           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22730           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22735           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22740           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22745           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22750           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22755           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22760           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22765           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22770           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22775           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22780           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22785           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22790           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22795           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22800           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22805           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22810           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22815           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22820           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22825           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22830           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
